タイトル,価格,在庫状況,詳細URL
Morning Star (Red Rising #3),Â£29.40,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
Life After Life,Â£26.13,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/life-after-life_187/index.html
"Lean In: Women, Work, and the Will to Lead",Â£25.02,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
Is Everyone Hanging Out Without Me? (And Other Concerns),Â£20.11,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Gone Girl,Â£37.60,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/gone-girl_162/index.html
Fellside,Â£38.62,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/fellside_155/index.html
Eclipse (Twilight #3),Â£18.74,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
Dracula,Â£52.62,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/dracula_150/index.html
Dead Wake: The Last Crossing of the Lusitania,Â£39.24,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Â£17.81,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
Dark Places,Â£23.90,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/dark-places_144/index.html
Breaking Dawn (Twilight #4),Â£35.28,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
Beautiful Creatures (Caster Chronicles #1),Â£21.55,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
A Visit from the Goon Squad,Â£14.08,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
The Zombie Room,Â£19.69,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
The Name of the Wind (The Kingkiller Chronicle #1),Â£50.59,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
Taking Shots (Assassins #1),Â£18.88,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
Shatter Me (Shatter Me #1),Â£42.40,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
Paradise Lost (Paradise #1),Â£24.96,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
On the Road (Duluoz Legend),Â£32.36,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
Jane Eyre,Â£38.43,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/jane-eyre_27/index.html
Frankenstein,Â£38.00,"<p class=""instock availability"">
<i class=""icon-ok""></i>
    
        In stock
    
</p>",https://books.toscrape.com/catalogue/frankenstein_20/index.html
